"TIPO_DATO34","Tipo dato","T_BIS","Periodo temporale","SEXISTAT1","Sesso","COMPAGNIA","Persone presenti","TITOLO_STUDIO","Titolo di studio","NUMEROSITA","Ampiezza della famiglia","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N3","3","2013","2013",5.07,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N3","3","2013","2013",3.21,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.07,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",5.01,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",2.41,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.05,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.07,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",2.56,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.45,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.4,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.4,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.76,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.15,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",5.13,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.72,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.1,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.18,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.73,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.11,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.4,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.83,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.1,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.67,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.11,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",5.09,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.54,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.07,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.5,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.15,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.09,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.14,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.61,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",0.09,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",4.07,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N4","4","2013","2013",3.71,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.02,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",4.51,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",21.43,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.09,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",4.32,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",25.34,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",0.42,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",4.14,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",16.47,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",0.33,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",3.57,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","1","maschi","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",13.76,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.14,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.12,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",23.68,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.33,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.33,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",27.94,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.05,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.28,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",19.84,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",0.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.31,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","2","femmine","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",17.64,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.08,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.02,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",22.51,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",1.2,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",5.02,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",26.58,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",0.53,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",4.54,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","AVD_00_00-24_00","giorno medio settimanale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",18.12,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",0.45,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",4.49,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","WEK_00_00-24_00","giorno feriale ","9","totale","OTHCOH","con altre persone conviventi","99","totale","N5_GE","5 e più","2013","2013",15.68,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.15,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.13,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.06,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.06,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",0.1,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.36,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",5,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",5.06,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",4.48,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",4.98,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.71,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",2.13,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",1.91,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SUN_00_00-24_00","domenica","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",3.46,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",0.12,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",0.15,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",0.08,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",0.02,,
"ATGP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più (durata media generica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",0.1,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",3.31,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",4.33,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",3.58,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",2.35,,
"ATSP-Y_GE15","tempo medio trascorso da solo o in compagnia, per tipo di persona frequentata - popolazione di 15 anni e più che frequenta quella persona (durata media specifica in hh.mm)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",4.04,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","3","licenza di scuola elementare, nessun titolo di studio","TOT","totale","2013","2013",5.81,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","4","licenza di scuola media","TOT","totale","2013","2013",5.36,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","7","diploma","TOT","totale","2013","2013",3.43,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","11","laurea e post-laurea","TOT","totale","2013","2013",1.44,,
"PRW-YGE15","persone di 15 anni e più che trascorrono del tempo da sole o in compagnia (incidenza %)","SAT_00_00-24_00","sabato","1","maschi","OTHCOH","con altre persone conviventi","99","totale","TOT","totale","2013","2013",4.21,,
